Catego	ry	",name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity"
Munchi	es	",Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,1,280"
Munchi	es	",Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,1,250"
Munchi	es	",Everest Saffron Kesar,12000,0,0,12000,1,1,0"
"""Dairy"	","	"Bread & Batter"",Mother Dairy Toned Milk Pouch,2500,0,4,2500,500,0,500"
"""Dairy"	","	"Bread & Batter"",Mother Dairy Classic Curd,3000,3,6,2900,400,0,400"
"""Dairy"	","	"Bread & Batter"",Mother Dairy Ultra Full Cream Milk,3100,0,4,3100,500,0,500"
"""Dairy"	","	"Bread & Batter"",Amul Butter - Pasteurised,5000,2,6,4900,100,0,100"
"""Dairy"	","	"Bread & Batter"",Britannia Sandwich White Bread,3300,0,4,3300,350,0,350"
"""Dairy"	","	"Bread & Batter"",iD Curd Pouch,3500,2,6,3400,400,0,400"
"""Dairy"	","	"Bread & Batter"",iD Idli & Dosa Batter ,8000,15,6,6800,1000,0,1"
"""Dairy"	","	"Bread & Batter"",Britannia 100% Whole Wheat Bread,4500,0,4,4500,450,0,450"
"""Dairy"	","	"Bread & Batter"",Britannia Healthy Slice Sandwich Bread,4000,0,4,4000,450,0,450"
"""Dairy"	","	"Bread & Batter"",Gowardhan Classic Block Fresh Paneer,8900,8,6,8100,200,0,200"
"""Dairy"	","	"Bread & Batter"",Amul Processed Cheese Cubes,10600,4,6,10100,200,0,200"
"""Dairy"	","	"Bread & Batter"",Britannia Pav,2200,0,4,2200,250,0,250"
"""Dairy"	","	"Bread & Batter"",Amul Butter - Pasteurised,24500,2,6,24000,500,0,500"
"""Dairy"	","	"Bread & Batter"",Arden Eggs White,9700,0,4,9700,696,0,12"
"""Dairy"	","	"Bread & Batter"",Arden Eggs White,6500,15,4,5500,348,0,6"
"""Dairy"	","	"Bread & Batter"",Nestle A+ Nourish Dahi,3500,2,6,3400,200,0,200"
"""Dairy"	","	"Bread & Batter"",Britannia Burger Bun with Sesame Seed,1500,0,4,1500,100,0,100"
"""Dairy"	","	"Bread & Batter"",Amul Frozen Malai Paneer,7500,2,6,7300,200,0,200"
"""Dairy"	","	"Bread & Batter"",iD Natural Paneer,10500,5,6,9900,200,0,200"
"""Dairy"	","	"Bread & Batter"",Britannia Fruit Bun,1700,0,3,1700,100,0,100"
"""Dairy"	","	"Bread & Batter"",Amul Cheese - Processed Slices,12200,1,6,12000,200,0,200"
"""Dairy"	","	"Bread & Batter"",iD Curd Cup,6000,0,6,6000,400,0,400"
"""Dairy"	","	"Bread & Batter"",The Bake Shop Premium White Sandwich Bread,3000,0,1,3000,400,0,400"
"""Dairy"	","	"Bread & Batter"",Britannia Multigrain Bread ,5500,0,4,5500,400,0,400"
"""Dairy"	","	"Bread & Batter"",Amul Processed Cheese Block,10600,0,6,10600,200,0,200"
"""Dairy"	","	"Bread & Batter"",Nestle A+ Nourish Dahi,7000,2,6,6800,400,0,400"
"""Dairy"	","	"Bread & Batter"",Arden Eggs Brown,8500,7,4,7900,348,0,6"
"""Dairy"	","	"Bread & Batter"",Epigamia Misti Doi,3000,0,6,3000,85,0,85"
"""Dairy"	","	"Bread & Batter"",Amul Cheese - Block,24500,2,6,24000,500,0,500"
"""Dairy"	","	"Bread & Batter"",Amul Butter - Pasteurised (School Pack),5900,3,6,5700,100,0,100"
"""Dairy"	","	"Bread & Batter"",Britannia Brown Bread ,4200,0,4,4200,400,0,400"
"""Dairy"	","	"Bread & Batter"",Amul Fresh Cream,19700,3,3,19100,1000,0,1"
"""Dairy"	","	"Bread & Batter"",Epigamia Natural Greek Yogurt,4500,0,6,4500,90,0,90"
"""Dairy"	","	"Bread & Batter"",The Bake Shop Pizza Base,3000,0,1,3000,150,0,150"
"""Dairy"	","	"Bread & Batter"",Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,0,100"
"""Dairy"	","	"Bread & Batter"",D'lecta Dairy Cream,5400,5,6,5100,200,0,200"
"""Dairy"	","	"Bread & Batter"",Nestle A+ Actiplus Probiotic Dahi Plain Curd,7800,3,5,7500,400,0,400"
"""Dairy"	","	"Bread & Batter"",Bio Nutrients Pure Diet Tofu Gold ,6000,5,5,5700,200,0,200"
"""Dairy"	","	"Bread & Batter"",Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,0,500"
"""Dairy"	","	"Bread & Batter"",Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,0,200"
"""Dairy"	","	"Bread & Batter"",Arden Desi Eggs,11000,13,4,9500,348,0,6"
"""Dairy"	","	"Bread & Batter"",Amul Cheese - Pepper,8500,3,6,8200,200,0,200"
"""Dairy"	","	"Bread & Batter"",Amul Cheese Spread Creamy,8500,5,6,8000,180,0,180"
"""Dairy"	","	"Bread & Batter"",The Bake Shop Foot Long,4000,0,1,4000,200,0,200"
"""Dairy"	","	"Bread & Batter"",Amul Cheese Slices,36000,0,1,35900,750,0,750"
"""Dairy"	","	"Bread & Batter"",Suguna Sharp Egg ,7200,13,3,6200,348,0,6"
"""Dairy"	","	"Bread & Batter"",Amul Cheese Sauce Mexican Salsa,7500,4,1,7200,200,0,200"
"""Dairy"	","	"Bread & Batter"",Nestle Everyday Dairy Whitener,21000,0,4,21000,400,0,400"
"""Dairy"	","	"Bread & Batter"",Amul Pizza Cheese Processed,10900,4,6,10400,200,0,200"
"""Dairy"	","	"Bread & Batter"",Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,0,500"
"""Dairy"	","	"Bread & Batter"",Amul Lite Spread,4000,2,5,3900,100,0,100"
"""Dairy"	","	"Bread & Batter"",Go Cheese Slice - Plain,14000,5,6,13300,200,0,200"
"""Dairy"	","	"Bread & Batter"",Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,0,165"
"""Dairy"	","	"Bread & Batter"",RRO Sour Cream,27500,50,4,13700,200,0,200"
"""Dairy"	","	"Bread & Batter"",D'lecta Natural Feta Cheese Block,10000,5,4,9500,100,0,100"
"""Dairy"	","	"Bread & Batter"",Suguna Active - DHA,7200,13,4,6200,348,0,6"
"""Dairy"	","	"Bread & Batter"",Go Cheese Processed Angles Plain,10000,5,6,9500,160,0,160"
"""Dairy"	","	"Bread & Batter"",Epigamia Greek Yogurt - Natural,20000,0,1,20000,400,0,400"
"""Dairy"	","	"Bread & Batter"",Amul Unsalted Cooking Butter,24500,2,6,23800,500,0,500"
"""Dairy"	","	"Bread & Batter"",The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,0,325"
"""Dairy"	","	"Bread & Batter"",The Laughing Cow Cheese Slices,15500,0,2,15500,200,0,200"
"""Dairy"	","	"Bread & Batter"",Epigamia Almond Milk Unsweetened Dairy Free,30000,33,4,19900,1000,0,1"
"""Dairy"	","	"Bread & Batter"",Go Cheese  Spread Plain,9900,5,6,9400,200,0,200"
"""Dairy"	","	"Bread & Batter"",So Good Almond Milk - Natural Unsweetened,7000,0,4,7000,200,0,200"
"""Dairy"	","	"Bread & Batter"",Amul Cheese Sauce Jalapeno,7500,0,5,7500,200,0,200"
"""Dairy"	","	"Bread & Batter"",D'lecta Cream Cheese,16900,4,4,16100,150,0,150"
"""Dairy"	","	"Bread & Batter"",Dlecta Natural Cheddar Slices,19900,5,6,18900,200,0,200"
"""Dairy"	","	"Bread & Batter"",Suguna Heart- Omega3,7200,13,4,6200,348,0,6"
"""Dairy"	","	"Bread & Batter"",Go Cheese Spread - Garlic,9900,5,6,9400,200,0,200"
"""Dairy"	","	"Bread & Batter"",Go Pizza Cheese,14000,5,6,13300,200,0,200"
"""Dairy"	","	"Bread & Batter"",RRO Cheddar Block Cheese,29500,50,6,14700,200,0,200"
"""Dairy"	","	"Bread & Batter"",The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,0,325"
"""Dairy"	","	"Bread & Batter"",Suguna Fit Egg,12000,43,4,6800,348,0,6"
"""Dairy"	","	"Bread & Batter"",Pantai Coconut Cream,15000,4,4,14300,400,0,400"
"""Dairy"	","	"Bread & Batter"",RRO Fresh Ricotta,27500,50,6,13700,200,0,200"
"""Dairy"	","	"Bread & Batter"",Dlecta Cheese Cubes 2,14500,5,6,13700,200,0,200"
"""Dairy"	","	"Bread & Batter"",RRO Mozzarella Pizza Cheese,27500,50,6,13700,200,0,200"
"""Dairy"	","	"Bread & Batter"",The Laughing Cow Cheese Cubes,15000,0,4,15000,200,0,200"
"""Dairy"	","	"Bread & Batter"",Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,0,400"
"""Dairy"	","	"Bread & Batter"",RRO Burrata Cheese,25000,50,4,12500,200,0,200"
"""Dairy"	","	"Bread & Batter"",The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,0,325"
"""Dairy"	","	"Bread & Batter"",Go Cheese Processed Squares,12500,5,6,11800,200,0,200"
"""Dairy"	","	"Bread & Batter"",Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,0,400"
"""Dairy"	","	"Bread & Batter"",Amul Safed Makkhan,23500,1,6,23200,500,0,500"
"""Dairy"	","	"Bread & Batter"",Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,0,200"
"""Dairy"	","	"Bread & Batter"",Dlicia Whip Topping Bottle,23500,27,5,17100,1000,0,1"
"""Dairy"	","	"Bread & Batter"",Amulya Dairy Whitener ,38000,2,4,37200,1000,0,1"
"""Dairy"	","	"Bread & Batter"",Laughing Cow Cheese 8 Portion 120Gm Imported,11000,0,6,11000,120,0,120"
"""Dairy"	","	"Bread & Batter"",The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,0,325"
"""Dairy"	","	"Bread & Batter"",Go Processed Cheese Block,12500,4,6,11900,200,0,200"
"""Dairy"	","	"Bread & Batter"",Go Cheese Processed Block,24900,4,6,23700,400,0,400"
"""Dairy"	","	"Bread & Batter"",RRO Goat Milk Fetta Cheee,34500,31,6,23700,100,0,100"
"""Dairy"	","	"Bread & Batter"",RRO Mascarpone Cheese,35500,50,6,17700,200,0,200"
"""Dairy"	","	"Bread & Batter"",D'lecta Cheddar Cheese,19900,5,6,18900,200,0,200"
"""Dairy"	","	"Bread & Batter"",Funfoods Peanut Butter Creamy,16900,0,1,16900,400,0,400"
"""Dairy"	","	"Bread & Batter"",Pantai Coconut Milk,15000,0,4,15000,400,0,400"
"""Dairy"	","	"Bread & Batter"",Dlecta Cheese Block,14500,0,6,14500,200,0,200"
"""Dairy"	","	"Bread & Batter"",President Butter - Salted,5400,0,6,5400,100,0,100"
"""Dairy"	","	"Bread & Batter"",The Laughing Cow Plain Processed Cheese Block,15000,0,6,15000,200,0,200"
"""Dairy"	","	"Bread & Batter"",Yoga Bar Peanut Butter Dark Chocolate Jar,24900,0,4,24900,400,0,400"
"""Dairy"	","	"Bread & Batter"",The Laughing Cow Cheese Spread Plain,11000,0,6,11000,180,0,180"
"""Dairy"	","	"Bread & Batter"",Amul Malai Paneer Fresh ,7600,3,0,7300,200,1,200"
"""Dairy"	","	"Bread & Batter"",Amul Taaza Toned Homogenised Milk,6600,3,0,6400,1000,1,1"
"""Dairy"	","	"Bread & Batter"",Amul Fresh Cream,6300,0,0,6300,250,1,250"
"""Dairy"	","	"Bread & Batter"",Amul Lactose Free Milk,2500,4,0,2400,250,1,250"
"""Dairy"	","	"Bread & Batter"",The Bake Shop Whole Wheat Bread,4000,0,0,4000,400,1,400"
"""Dairy"	","	"Bread & Batter"",Amul Slim Trim Skimmed Milk,7500,0,0,7500,1000,1,1"
"""Dairy"	","	"Bread & Batter"",Amul Cheese Slices,7100,1,0,7000,100,1,100"
"""Dairy"	","	"Bread & Batter"",Amul Pizza Cheese - Mozzarella,10000,1,0,9900,200,1,200"
"""Dairy"	","	"Bread & Batter"",The Bake Shop Pizza Base Whole Wheat,3000,0,0,3000,150,1,150"
"""Dairy"	","	"Bread & Batter"",Nestle A+ Slim Dahi - Low Fat,7800,3,0,7500,400,1,400"
"""Dairy"	","	"Bread & Batter"",Britannia Cheese Garlic Bread,3500,0,0,3500,300,1,300"
"""Dairy"	","	"Bread & Batter"",The Bake Shop Whole Wheat Ladi Pav,4000,0,0,4000,200,1,200"
"""Dairy"	","	"Bread & Batter"",Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,1,200"
"""Dairy"	","	"Bread & Batter"",Britannia Atta Kulcha,3000,0,0,3000,250,1,250"
"""Dairy"	","	"Bread & Batter"",Suguna Nourish Egg,6200,0,0,6200,696,1,12"
"""Dairy"	","	"Bread & Batter"",The Bake Shop Multi Grain Bread,6500,0,0,6500,400,1,400"
"""Dairy"	","	"Bread & Batter"",Nestle A+ Slim Milk,8900,0,0,8900,1000,1,1"
"""Dairy"	","	"Bread & Batter"",Go Cheese Pizza Blend Mozzarella + Cheddar,12500,5,0,11800,200,1,200"
"""Dairy"	","	"Bread & Batter"",The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,1,325"
"""Dairy"	","	"Bread & Batter"",Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,1,200"
"""Dairy"	","	"Bread & Batter"",The Bake Shop Burger Buns,2000,0,0,2000,100,1,100"
"""Dairy"	","	"Bread & Batter"",D'lecta Shredded Mozzarella Cheese,10000,5,0,9500,140,1,140"
"""Dairy"	","	"Bread & Batter"",Britannia Burger Bun with Sesame Seed,3000,0,0,3000,200,1,200"
"""Dairy"	","	"Bread & Batter"",Suguna Vitamin D Egg,7500,17,0,6200,348,1,6"
"""Dairy"	","	"Bread & Batter"",Pillsbury Pancake Mix - Funfetti,9900,11,0,8800,162,1,162"
"""Dairy"	","	"Bread & Batter"",Prabhat Malai Paneer Pouch,8000,0,0,8000,200,1,200"
"""Dairy"	","	"Bread & Batter"",Suguna Nourish Egg ,7200,16,0,6000,348,1,6"
"""Dairy"	","	"Bread & Batter"",RRO Mozzarella Block Cheese,29500,50,0,14700,200,1,200"
Bevera	ge	"s,Mother Dairy Toned Milk Pouch,2500,0,4,2500,500,0,500"
Bevera	ge	"s,Mother Dairy Classic Curd,3000,3,6,2900,400,0,400"
Bevera	ge	"s,Mother Dairy Ultra Full Cream Milk,3100,0,4,3100,500,0,500"
Bevera	ge	"s,Amul Butter - Pasteurised,5000,2,6,4900,100,0,100"
Bevera	ge	"s,Britannia Sandwich White Bread,3300,0,4,3300,350,0,350"
Bevera	ge	"s,iD Curd Pouch,3500,2,6,3400,400,0,400"
Bevera	ge	"s,iD Idli & Dosa Batter ,8000,15,6,6800,1000,0,1"
Bevera	ge	"s,Britannia 100% Whole Wheat Bread,4500,0,4,4500,450,0,450"
Bevera	ge	"s,Britannia Healthy Slice Sandwich Bread,4000,0,4,4000,450,0,450"
Bevera	ge	"s,Gowardhan Classic Block Fresh Paneer,8900,8,6,8100,200,0,200"
Bevera	ge	"s,Amul Processed Cheese Cubes,10600,4,6,10100,200,0,200"
Bevera	ge	"s,Britannia Pav,2200,0,4,2200,250,0,250"
Bevera	ge	"s,Amul Butter - Pasteurised,24500,2,6,24000,500,0,500"
Bevera	ge	"s,Arden Eggs White,9700,0,4,9700,696,0,12"
Bevera	ge	"s,Arden Eggs White,6500,15,4,5500,348,0,6"
Bevera	ge	"s,Nestle A+ Nourish Dahi,3500,2,6,3400,200,0,200"
Bevera	ge	"s,Britannia Burger Bun with Sesame Seed,1500,0,4,1500,100,0,100"
Bevera	ge	"s,Amul Frozen Malai Paneer,7500,2,6,7300,200,0,200"
Bevera	ge	"s,iD Natural Paneer,10500,5,6,9900,200,0,200"
Bevera	ge	"s,Britannia Fruit Bun,1700,0,3,1700,100,0,100"
Bevera	ge	"s,Amul Cheese - Processed Slices,12200,1,6,12000,200,0,200"
Bevera	ge	"s,iD Curd Cup,6000,0,6,6000,400,0,400"
Bevera	ge	"s,The Bake Shop Premium White Sandwich Bread,3000,0,1,3000,400,0,400"
Bevera	ge	"s,Britannia Multigrain Bread ,5500,0,4,5500,400,0,400"
Bevera	ge	"s,Amul Processed Cheese Block,10600,0,6,10600,200,0,200"
Bevera	ge	"s,Nestle A+ Nourish Dahi,7000,2,6,6800,400,0,400"
Bevera	ge	"s,Arden Eggs Brown,8500,7,4,7900,348,0,6"
Bevera	ge	"s,Epigamia Misti Doi,3000,0,6,3000,85,0,85"
Bevera	ge	"s,Amul Cheese - Block,24500,2,6,24000,500,0,500"
Bevera	ge	"s,Amul Butter - Pasteurised (School Pack),5900,3,6,5700,100,0,100"
Bevera	ge	"s,Britannia Brown Bread ,4200,0,4,4200,400,0,400"
Bevera	ge	"s,Amul Fresh Cream,19700,3,3,19100,1000,0,1"
Bevera	ge	"s,Epigamia Natural Greek Yogurt,4500,0,6,4500,90,0,90"
Bevera	ge	"s,The Bake Shop Pizza Base,3000,0,1,3000,150,0,150"
Bevera	ge	"s,Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,0,100"
Bevera	ge	"s,D'lecta Dairy Cream,5400,5,6,5100,200,0,200"
Bevera	ge	"s,Nestle A+ Actiplus Probiotic Dahi Plain Curd,7800,3,5,7500,400,0,400"
Bevera	ge	"s,Bio Nutrients Pure Diet Tofu Gold ,6000,5,5,5700,200,0,200"
Bevera	ge	"s,Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,0,500"
Bevera	ge	"s,Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,0,200"
Bevera	ge	"s,Arden Desi Eggs,11000,13,4,9500,348,0,6"
Bevera	ge	"s,Amul Cheese - Pepper,8500,3,6,8200,200,0,200"
Bevera	ge	"s,Amul Cheese Spread Creamy,8500,5,6,8000,180,0,180"
Bevera	ge	"s,The Bake Shop Foot Long,4000,0,1,4000,200,0,200"
Bevera	ge	"s,Amul Cheese Slices,36000,0,1,35900,750,0,750"
Bevera	ge	"s,Suguna Sharp Egg ,7200,13,3,6200,348,0,6"
Bevera	ge	"s,Amul Cheese Sauce Mexican Salsa,7500,4,1,7200,200,0,200"
Bevera	ge	"s,Nestle Everyday Dairy Whitener,21000,0,4,21000,400,0,400"
Bevera	ge	"s,Amul Pizza Cheese Processed,10900,4,6,10400,200,0,200"
Bevera	ge	"s,Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,0,500"
Bevera	ge	"s,Amul Lite Spread,4000,2,5,3900,100,0,100"
Bevera	ge	"s,Go Cheese Slice - Plain,14000,5,6,13300,200,0,200"
Bevera	ge	"s,Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,0,165"
Bevera	ge	"s,RRO Sour Cream,27500,50,4,13700,200,0,200"
Bevera	ge	"s,D'lecta Natural Feta Cheese Block,10000,5,4,9500,100,0,100"
Bevera	ge	"s,Suguna Active - DHA,7200,13,4,6200,348,0,6"
Bevera	ge	"s,Go Cheese Processed Angles Plain,10000,5,6,9500,160,0,160"
Bevera	ge	"s,Epigamia Greek Yogurt - Natural,20000,0,1,20000,400,0,400"
Bevera	ge	"s,Amul Unsalted Cooking Butter,24500,2,6,23800,500,0,500"
Bevera	ge	"s,The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,0,325"
Bevera	ge	"s,The Laughing Cow Cheese Slices,15500,0,2,15500,200,0,200"
Bevera	ge	"s,Epigamia Almond Milk Unsweetened Dairy Free,30000,33,4,19900,1000,0,1"
Bevera	ge	"s,Go Cheese  Spread Plain,9900,5,6,9400,200,0,200"
Bevera	ge	"s,So Good Almond Milk - Natural Unsweetened,7000,0,4,7000,200,0,200"
Bevera	ge	"s,Amul Cheese Sauce Jalapeno,7500,0,5,7500,200,0,200"
Bevera	ge	"s,D'lecta Cream Cheese,16900,4,4,16100,150,0,150"
Bevera	ge	"s,Dlecta Natural Cheddar Slices,19900,5,6,18900,200,0,200"
Bevera	ge	"s,Suguna Heart- Omega3,7200,13,4,6200,348,0,6"
Bevera	ge	"s,Go Cheese Spread - Garlic,9900,5,6,9400,200,0,200"
Bevera	ge	"s,Go Pizza Cheese,14000,5,6,13300,200,0,200"
Bevera	ge	"s,RRO Cheddar Block Cheese,29500,50,6,14700,200,0,200"
Bevera	ge	"s,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,0,325"
Bevera	ge	"s,Suguna Fit Egg,12000,43,4,6800,348,0,6"
Bevera	ge	"s,Pantai Coconut Cream,15000,4,4,14300,400,0,400"
Bevera	ge	"s,RRO Fresh Ricotta,27500,50,6,13700,200,0,200"
Bevera	ge	"s,Dlecta Cheese Cubes 2,14500,5,6,13700,200,0,200"
Bevera	ge	"s,RRO Mozzarella Pizza Cheese,27500,50,6,13700,200,0,200"
Bevera	ge	"s,The Laughing Cow Cheese Cubes,15000,0,4,15000,200,0,200"
Bevera	ge	"s,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,0,400"
Bevera	ge	"s,RRO Burrata Cheese,25000,50,4,12500,200,0,200"
Bevera	ge	"s,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,0,325"
Bevera	ge	"s,Go Cheese Processed Squares,12500,5,6,11800,200,0,200"
Bevera	ge	"s,Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,0,400"
Bevera	ge	"s,Amul Safed Makkhan,23500,1,6,23200,500,0,500"
Bevera	ge	"s,Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,0,200"
Bevera	ge	"s,Dlicia Whip Topping Bottle,23500,27,5,17100,1000,0,1"
Bevera	ge	"s,Amulya Dairy Whitener ,38000,2,4,37200,1000,0,1"
Bevera	ge	"s,Laughing Cow Cheese 8 Portion 120Gm Imported,11000,0,6,11000,120,0,120"
Bevera	ge	"s,The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,0,325"
Bevera	ge	"s,Go Processed Cheese Block,12500,4,6,11900,200,0,200"
Bevera	ge	"s,Go Cheese Processed Block,24900,4,6,23700,400,0,400"
Bevera	ge	"s,RRO Goat Milk Fetta Cheee,34500,31,6,23700,100,0,100"
Bevera	ge	"s,RRO Mascarpone Cheese,35500,50,6,17700,200,0,200"
Bevera	ge	"s,D'lecta Cheddar Cheese,19900,5,6,18900,200,0,200"
Bevera	ge	"s,Funfoods Peanut Butter Creamy,16900,0,1,16900,400,0,400"
Bevera	ge	"s,Pantai Coconut Milk,15000,0,4,15000,400,0,400"
Bevera	ge	"s,Dlecta Cheese Block,14500,0,6,14500,200,0,200"
Bevera	ge	"s,President Butter - Salted,5400,0,6,5400,100,0,100"
Bevera	ge	"s,The Laughing Cow Plain Processed Cheese Block,15000,0,6,15000,200,0,200"
Bevera	ge	"s,Yoga Bar Peanut Butter Dark Chocolate Jar,24900,0,4,24900,400,0,400"
Bevera	ge	"s,The Laughing Cow Cheese Spread Plain,11000,0,6,11000,180,0,180"
Bevera	ge	"s,Amul Malai Paneer Fresh ,7600,3,0,7300,200,1,200"
Bevera	ge	"s,Amul Taaza Toned Homogenised Milk,6600,3,0,6400,1000,1,1"
Bevera	ge	"s,Amul Fresh Cream,6300,0,0,6300,250,1,250"
Bevera	ge	"s,Amul Lactose Free Milk,2500,4,0,2400,250,1,250"
Bevera	ge	"s,The Bake Shop Whole Wheat Bread,4000,0,0,4000,400,1,400"
Bevera	ge	"s,Amul Slim Trim Skimmed Milk,7500,0,0,7500,1000,1,1"
Bevera	ge	"s,Amul Cheese Slices,7100,1,0,7000,100,1,100"
Bevera	ge	"s,Amul Pizza Cheese - Mozzarella,10000,1,0,9900,200,1,200"
Bevera	ge	"s,The Bake Shop Pizza Base Whole Wheat,3000,0,0,3000,150,1,150"
Bevera	ge	"s,Nestle A+ Slim Dahi - Low Fat,7800,3,0,7500,400,1,400"
Bevera	ge	"s,Britannia Cheese Garlic Bread,3500,0,0,3500,300,1,300"
Bevera	ge	"s,The Bake Shop Whole Wheat Ladi Pav,4000,0,0,4000,200,1,200"
Bevera	ge	"s,Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,1,200"
Bevera	ge	"s,Britannia Atta Kulcha,3000,0,0,3000,250,1,250"
Bevera	ge	"s,Suguna Nourish Egg,6200,0,0,6200,696,1,12"
Bevera	ge	"s,The Bake Shop Multi Grain Bread,6500,0,0,6500,400,1,400"
Bevera	ge	"s,Nestle A+ Slim Milk,8900,0,0,8900,1000,1,1"
Bevera	ge	"s,Go Cheese Pizza Blend Mozzarella + Cheddar,12500,5,0,11800,200,1,200"
Bevera	ge	"s,The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,1,325"
Bevera	ge	"s,Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,1,200"
Bevera	ge	"s,The Bake Shop Burger Buns,2000,0,0,2000,100,1,100"
Bevera	ge	"s,D'lecta Shredded Mozzarella Cheese,10000,5,0,9500,140,1,140"
Bevera	ge	"s,Britannia Burger Bun with Sesame Seed,3000,0,0,3000,200,1,200"
Bevera	ge	"s,Suguna Vitamin D Egg,7500,17,0,6200,348,1,6"
Bevera	ge	"s,Pillsbury Pancake Mix - Funfetti,9900,11,0,8800,162,1,162"
Bevera	ge	"s,Prabhat Malai Paneer Pouch,8000,0,0,8000,200,1,200"
Bevera	ge	"s,Suguna Nourish Egg ,7200,16,0,6000,348,1,6"
Bevera	ge	"s,RRO Mozzarella Block Cheese,29500,50,0,14700,200,1,200"
Packag	ed	"Food,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,0,70"
Packag	ed	"Food,iD Idli & Dosa Batter ,8000,15,6,6800,1000,0,1"
Packag	ed	"Food,iD Malabar Parota ,8000,10,4,7200,400,0,400"
Packag	ed	"Food,iD Wheat Lachha Paratha,8000,12,6,7000,400,0,400"
Packag	ed	"Food,McCain Aloo Tikki,11000,4,6,10500,400,0,400"
Packag	ed	"Food,McCain Smiles Cripsy Happy Potatoes,12000,5,6,11400,415,0,415"
Packag	ed	"Food,McCain Veggie Burger Patty,11500,3,6,11100,360,0,360"
Packag	ed	"Food,McCain Veggie Fingers,11700,5,6,11100,400,0,400"
Packag	ed	"Food,Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,0,100"
Packag	ed	"Food,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,3500,2,2,3400,85,0,85"
Packag	ed	"Food,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,12500,5,1,11800,420,0,420"
Packag	ed	"Food,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,0,60"
Packag	ed	"Food,Veeba Eggless Mayonnaise,7900,11,5,7000,250,0,250"
Packag	ed	"Food,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,0,60"
Packag	ed	"Food,Veeba Pasta And Pizza Sauce,7500,13,5,6500,280,0,280"
Packag	ed	"Food,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,0,70"
Packag	ed	"Food,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,0,38"
Packag	ed	"Food,Unibic Almond & Oats Protein Bar,4000,17,4,3300,30,0,30"
Packag	ed	"Food,Quaker Oats,7900,0,2,7900,400,0,400"
Packag	ed	"Food,Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,0,500"
Packag	ed	"Food,McCain French Fries,12000,5,1,11400,420,0,420"
Packag	ed	"Food,Ching's Secret Manchow Instant Soup,1000,0,1,1000,15,0,15"
Packag	ed	"Food,McCain Potato Cheese Shotz,13000,4,6,12400,250,0,250"
Packag	ed	"Food,McCain Masala - Fries,12000,5,3,11400,375,0,375"
Packag	ed	"Food,Ching's Secret Schezwan Fried Rice Masala,1500,0,6,1500,20,0,20"
